"","category","Name","Location","lat","lon","Accessible","Phone","IceSkating_Type","Num_of_Fields","Num_of_Courts","Size","RunningTracks_Type"
"585","handball","Grovehill Playground","E. 158 St., Eagle Avenue, Cauldwell Ave, E. 156 St","40.8197","-73.9091",NA,NA,NA,NA,"2",NA,NA
"586","handball","Henry Hudson Park","Palisade Avenue & Kappock Street","40.8813","-73.921",NA,NA,NA,NA,"2",NA,NA
"587","handball","Julius Richman Park (lower)","E. Tremont, E. Burnside, and Valentine Aves.","40.8493","-73.9012",NA,NA,NA,NA,"2",NA,NA
"588","handball","Loreto Playground","Morris Park, Tomlinson, Van Nest & Haight Aves.","40.8487","-73.8517",NA,NA,NA,NA,"4",NA,NA
"589","handball","Lozada Playground","E. 135 St., Alexander & Willis Aves.","40.808","-73.9246",NA,NA,NA,NA,"2",NA,NA
"590","handball","Magenta Playground","Rosewood & Magenta Sts., Olinville Ave.","40.8738","-73.8677",NA,NA,NA,NA,"2",NA,NA
"591","handball","Matthews-Muliner Playground","Morris Park, Matthews, & Muliner Aves.","40.8467","-73.8617",NA,NA,NA,NA,"2",NA,NA
"592","handball","Mazzei Playground","Williamsbridge Rd & Mace Ave.","40.8621","-73.8588",NA,NA,NA,NA,"4",NA,NA
"593","handball","Melrose Playground","Courtlandt Ave., 154 and 155 streets, Morris Ave.","40.8207","-73.9186",NA,NA,NA,NA,"2",NA,NA
"594","handball","Merriam Playground South","Merriam Ave., Odgen Ave., W. 168. St.","40.839","-73.9263",NA,NA,NA,NA,"2",NA,NA
"595","handball","Millbrook Playground","N/S E 135 St betw St Anns & Cypress","40.8042","-73.9168",NA,NA,NA,NA,"2",NA,NA
"596","handball","Morgan Playground","E. 168 St., Washington Ave.","40.8326","-73.9071",NA,NA,NA,NA,"2",NA,NA
"597","handball","Mott Playground","Morris & College Aves., W. 166 St. to W. 167 St.","40.8313","-73.9145",NA,NA,NA,NA,"4",NA,NA
"598","handball","Mullaly Park","W. 164 St. & River Ave.","40.8305","-73.9248",NA,NA,NA,NA,"18",NA,NA
"599","handball","Nelson Playground","W. 166 St., Nelson Ave., Woodycrest Ave","40.8349","-73.9271",NA,NA,NA,NA,"4",NA,NA
"600","handball","Orchard Beach Playground","Orchard Beach Area 6","40.8689","-73.7926",NA,NA,NA,NA,"24",NA,NA
"601","handball","P.O. Serrano Playground","Lafayette & Olmstead Aves","40.8235","-73.85",NA,NA,NA,NA,"8",NA,NA
"602","handball","Parker Playground","Castle Hill & Parker Aves.","40.8388","-73.8532",NA,NA,NA,NA,"4",NA,NA
"603","handball","Parkside Playground","Arnow & Olinville Aves.","40.8682","-73.8679",NA,NA,NA,NA,"3",NA,NA
"604","handball","Patterson Playground","Morris Avenue, E. 148 St., College Ave., E. 145 St.","40.8161","-73.9219",NA,NA,NA,NA,"4",NA,NA
"605","handball","Playground 52","Kelly, Beck & Ave. St. John","40.8153","-73.9018",NA,NA,NA,NA,"4",NA,NA
"606","handball","Playground One Thirty Four CXXXIV","Bruckner Blvd., Cypress Ave., E. 133 & E. 134 Sts.","40.8026","-73.917",NA,NA,NA,NA,"2",NA,NA
"607","handball","Pontiac Playground","E. 149 St., Concord Ave, Jackson Ave.","40.8144","-73.9079",NA,NA,NA,NA,"2",NA,NA
"608","handball","Prospect Playground","Clinton Ave., E. 176 St., Prospect Ave.","40.8433","-73.8911",NA,NA,NA,NA,"6",NA,NA
"609","handball","Pulaski Park","Willis Ave., Bruckner Blvd., E. 132 St., Willis Ave. Br.","40.8054","-73.9245",NA,NA,NA,NA,"4",NA,NA
"610","handball","Randall Playground","Randall & Olmstead Aves.","40.8196","-73.8494",NA,NA,NA,NA,"2",NA,NA
"611","handball","Reverend Polite Playground","Rev. Polite Avenue & E. 167 St.","40.8274","-73.8964",NA,NA,NA,NA,"2",NA,NA
"612","handball","Rienzi Playground","White Plains Rd., E. 226 St., Barnes Ave., E. 225 St.","40.8878","-73.8584",NA,NA,NA,NA,"2",NA,NA
"613","handball","Riverbend Playground","Bailey Avenue","40.8719","-73.9058",NA,NA,NA,NA,"1",NA,NA
"614","handball","Riverdale Playground","Independence Avenue & 237 St.","40.8881","-73.9153",NA,NA,NA,NA,"5",NA,NA
"615","handball","Sawmill Playground","E. 139 St. & E. 140 Sts., Brook & Willis Aves.","40.8087","-73.9195",NA,NA,NA,NA,"1",NA,NA
"616","handball","Sedgwick Playground","Undercliff Ave. & Cross Bronx Expwy.","40.8456","-73.923",NA,NA,NA,NA,"2",NA,NA
"617","handball","Slattery Playground","Ryer and Valentine Aves. & E. 183 St.","40.8575","-73.8985",NA,NA,NA,NA,"4",NA,NA
"618","handball","Space-Time Playground","Lafayette & Bolton Aves","40.8223","-73.8596",NA,NA,NA,NA,"2",NA,NA
"619","handball","St. James Park","Jerome Avenue and 193 St.","40.8657","-73.8969",NA,NA,NA,NA,"6",NA,NA
"620","handball","St. Mary's East","Jackson Ave, St Mary's St","40.8105","-73.9103",NA,NA,NA,NA,"4",NA,NA
"621","handball","Stars & Stripes Playground","Crawford Ave., Baychester Rd.","40.8854","-73.8402",NA,NA,NA,NA,"2",NA,NA
"622","handball","Stebbins Playground","E. 165 St., Stebbins Ave., Roger Pl.","40.8226","-73.8987",NA,NA,NA,NA,"2",NA,NA
"623","handball","Story Playground","Story & Theriot Aves.","40.8231","-73.8627",NA,NA,NA,NA,"4",NA,NA
"624","handball","Taylor Playground","Theriot & Guerlain Aves.","40.8392","-73.8659",NA,NA,NA,NA,"2",NA,NA
"625","handball","The Pearly Gates","St. Peter's & Tratman Aves.","40.8389","-73.8456",NA,NA,NA,NA,"2",NA,NA
"626","handball","Tiffany Playground","Fox St., E. 167 St., Tiffany St.","40.8249","-73.8941",NA,NA,NA,NA,"4",NA,NA
"627","handball","Tremont Park","Arthur Ave., Cross Bx. Expwy., Tremont Ave. & 3rd","40.8447","-73.8944",NA,NA,NA,NA,"4",NA,NA
"628","handball","Watson-Gleason Playground","Watson and Rosedale Aves.","40.8276","-73.869",NA,NA,NA,NA,"8",NA,NA
"629","handball","Willis Playground","E. 139 St., E. 140 St., Willis & Alexander Aves.","40.8108","-73.9237",NA,NA,NA,NA,"2",NA,NA
"630","handball","100% Playground/PS 242 (100th Street)","Glenwood Rd & 100th St","40.6466","-73.8989",NA,NA,NA,NA,"2",NA,NA
"631","handball","16 Sycamore Playground","Schermerhorn & Nevins Sts","40.6867","-73.9806",NA,NA,NA,NA,"3",NA,NA
"632","handball","Alex Lindower Park","Mill Ave & Strickland Ave","40.6128","-73.9119",NA,NA,NA,NA,"4",NA,NA
"633","handball","Alexander Hamilton-Metz Field","Albany & East NY Aves","40.6624","-73.9402",NA,NA,NA,NA,"4",NA,NA
"634","handball","American Playground","Noble/Franklin & Milton Streets","40.7288","-73.9582",NA,NA,NA,NA,"2",NA,NA
"635","handball","Asser Levey Park (Sea Side, W 5th)","Surf Ave & 5th Street","40.5743","-73.9727",NA,NA,NA,NA,"10",NA,NA
"636","handball","Bartlett Playground","Bartlett & Throop Aves","40.7012","-73.946",NA,NA,NA,NA,"2",NA,NA
"637","handball","Bath Beach Park","Shore Pkwy & 17th Ave","40.6024","-74.0103",NA,NA,NA,NA,"4",NA,NA
"638","handball","Bath Playground","Bath Ave & 24th St","40.5948","-73.9931",NA,NA,NA,NA,"2",NA,NA
"639","handball","Belmont Playground","Belmont Ave & Drew St","40.6756","-73.8626",NA,NA,NA,NA,"2",NA,NA
"640","handball","Benson Playground","Bath Ave & Bat 22nd","40.6024","-74.0021",NA,NA,NA,NA,"4",NA,NA
"641","handball","Bensonhurst Park","Bay Parkway & Cropsey Ave","40.598","-74.0012",NA,NA,NA,NA,"6",NA,NA
"642","handball","Bill Brown Playground","Bedford Ave & Ave X","40.593","-73.9457",NA,NA,NA,NA,"4",NA,NA
"643","handball","BREVOORT HOUSES PLGD.","Ralph Ave & Chauncy St.","40.68","-73.9225",NA,NA,NA,NA,"6",NA,NA
"644","handball","BROWER PARK & PS 289 PLGD.","Brooklyn & Kingston Aves","40.6741","-73.9434",NA,NA,NA,NA,"2",NA,NA
"645","handball","BROWNSVILLE PLGD.","Linden Bkvd. & Hegeman St.","40.6569","-73.9022",NA,NA,NA,NA,"8",NA,NA
"646","handball","Bushwick Playground","Knickerbocker Ave & Putnam St","40.6963","-73.9121",NA,NA,NA,NA,"4",NA,NA
"647","handball","Bushwick Playground and Pool","Bushwick & Flushing Aves","40.7016","-73.9396",NA,NA,NA,NA,"4",NA,NA
"648","handball","CALLAHAN & KELLY PLGD.","Eastern Pkwy & Truxon St.","40.6786","-73.9042",NA,NA,NA,NA,"6",NA,NA
"649","handball","Carver Playground","Carver Ralph Ave & SumpterSt.","40.6802","-73.9202",NA,NA,NA,NA,"2",NA,NA
"650","handball","Century","Brighton Ave & west 2nd","40.5768","-73.9711",NA,NA,NA,NA,"2",NA,NA
"651","handball","CHARLIES PLACE","Hopkins & Throop Aves","40.6989","-73.9463",NA,NA,NA,NA,"2",NA,NA
"652","handball","Cityline Park","Atlantic & Fountain Aves","40.6795","-73.8748",NA,NA,NA,NA,"2",NA,NA
"653","handball","COFFEY PARK","King, Richard & Dwight Sts","40.6771","-74.0092",NA,NA,NA,NA,"4",NA,NA
"654","handball","Col Marcus Park","Ocean Pkwy & Ave P","40.6096","-73.9703",NA,NA,NA,NA,"5",NA,NA
"655","handball","Comm Barry Park","Flushing Ave & N. Elliot Pl","40.6979","-73.9802",NA,NA,NA,NA,"8",NA,NA
"656","handball","Coney Island Houses Playground (Nautilus Playground)","West 29th to West 32nd streets","40.5717","-73.9971",NA,NA,NA,NA,"2",NA,NA
"657","handball","Cooper Park","Sharon &Olive Sts & Maspeth & Morgan Aves","40.7155","-73.9367",NA,NA,NA,NA,"4",NA,NA
"658","handball","Crispus Attucks Playground","Fulton St & Classon Ave","40.6817","-73.9597",NA,NA,NA,NA,"2",NA,NA
"659","handball","Cypress","Blake & Euklid Sts","40.67","-73.8709",NA,NA,NA,NA,"2",NA,NA
"660","handball","David Ruggles Playground","Thompkins Ave & Halsey St","40.6819","-73.9447",NA,NA,NA,NA,"4",NA,NA
"661","handball","DE HOSTOS Playground","Harrison Ave& Lorimer Sts","40.7026","-73.949",NA,NA,NA,NA,"2",NA,NA
"662","handball","DEAN PLGD","Dean St & 6th Ave","40.6806","-73.9727",NA,NA,NA,NA,"2",NA,NA
"663","handball","DeKalb Playground","Lafayette & Classon Aves","40.6899","-73.9605",NA,NA,NA,NA,"2",NA,NA
"664","handball","Dome Playground","Dahill Rd & E 38th","40.6379","-73.9799",NA,NA,NA,NA,"2",NA,NA
"665","handball","DR. GREENE PLGD. (PS 284)","Stone & Sutter Aves","40.6674","-73.9071",NA,NA,NA,NA,"2",NA,NA
"666","handball","Dreier-Offerman Park","Bay 44th & Cropsey Ave","40.5875","-73.9909",NA,NA,NA,NA,"4",NA,NA
"667","handball","Eleanor Roosevelt Playground","E. Roosevelt Lewis & Dekalb Aves","40.693","-73.9355",NA,NA,NA,NA,"4",NA,NA
"668","handball","Elton Playground","Elton & Hegeman","40.6658","-73.8806",NA,NA,NA,NA,"4",NA,NA
"669","handball","Epiphany Playground","Berry & S 9th Streets","40.7085","-73.9656",NA,NA,NA,NA,"2",NA,NA
"670","handball","Ericsson Playground","Manhattan Ave & Leonard St","40.7206","-73.9484",NA,NA,NA,NA,"2",NA,NA
"671","handball","Ethan Allen Playground","New Jersey Ave & Eldert St","40.6558","-73.8873",NA,NA,NA,NA,"2",NA,NA
"672","handball","Evergreen Playground","Evergeen Ave to Decatur St","40.6861","-73.9109",NA,NA,NA,NA,"2",NA,NA
"673","handball","Fermi Playground","Troutman & Central Aves","40.7007","-73.9284",NA,NA,NA,NA,"2",NA,NA
"674","handball","GEORGE WINGATE HS PLGD","Brooklyn & Kingston Aves","40.6596","-73.9443",NA,NA,NA,NA,"8",NA,NA
"675","handball","GLENWOOD HOUSES PLGD.","Ralph Ave & Farragut Rd","40.6367","-73.9193",NA,NA,NA,NA,"4",NA,NA
"676","handball","Golconda Playground","Concord, Nassau, Navy & Gold Sts","40.6982","-73.9825",NA,NA,NA,NA,"6",NA,NA
"677","handball","GOWANUS HOUSES PLGD.","Wykoff & Bond Sts.","40.6845","-73.9874",NA,NA,NA,NA,"2",NA,NA
"678","handball","Grace","Vermont St & Belmont Ave","40.6712","-73.8948",NA,NA,NA,NA,"4",NA,NA
"679","handball","Grady HS","Brighton 3rd st & Shore Pkwy","40.5824","-73.9649",NA,NA,NA,NA,"4",NA,NA
"680","handball","Gravesend Park","18th Abe & 56th St","40.6234","-73.9852",NA,NA,NA,NA,"4",NA,NA
"681","handball","Greene Playground","Greene Ave & Waveryl Pl","40.6865","-73.9662",NA,NA,NA,NA,"2",NA,NA
"682","handball","GREENWOOD PLGD.","Ft Hamilton Pkwy Greenwood Ave","40.6504","-73.9763",NA,NA,NA,NA,"4",NA,NA
"683","handball","Harry Maze Playground","Ave D & E 57th","40.643","-73.923",NA,NA,NA,NA,"4",NA,NA
"684","handball","HATTIE CARTHAN","Monroe and Marcy Aves","40.6858","-73.946",NA,NA,NA,NA,"2",NA,NA
"685","handball","HERBERT VON KING PARK","Lafayette & Thompkins Aves","40.6894","-73.9459",NA,NA,NA,NA,"2",NA,NA
"686","handball","Herman Dolgon Playground","Ave V & Nostrand Ave.","40.598","-73.9407",NA,NA,NA,NA,"4",NA,NA
"687","handball","Homecrest Playground","Homecrest Ave & Belt Pkwy","40.5867","-73.9571",NA,NA,NA,NA,"8",NA,NA
"688","handball","HOWARD HOUSES PLGD & POOL","Glenmore Ave & Stone St.","40.6717","-73.9088",NA,NA,NA,NA,"2",NA,NA
"689","handball","IS 275 (Osborn)","Linden Blvd. & Osborn St","40.656","-73.906",NA,NA,NA,NA,"2",NA,NA
"690","handball","IS 320 (JACKIE ROBINSON)","Sullivan Pl & Franklin Ave","40.6657","-73.9595",NA,NA,NA,NA,"4",NA,NA
"691","handball","IS 55 (OCEAN HILL)","Bergen & Rockaway Aves","40.6747","-73.9126",NA,NA,NA,NA,"3",NA,NA
"692","handball","IS 78 PLGD. HICKMAN PARK)","Veterans Ave & 68th St","40.6204","-73.9137",NA,NA,NA,NA,"2",NA,NA
"693","handball","JACKIE ROBINSON PARK - PS 21","Chauncey, Reid & Marion Sts.","40.68","-73.9283",NA,NA,NA,NA,"6",NA,NA
"694","handball","JACOB JOFFE PARK","Ave K & E 58th","40.6248","-73.919",NA,NA,NA,NA,"2",NA,NA
"695","handball","Patrick O&rsquo;Rourke Park ","12th Ave & 81st St","40.6192","-74.0141",NA,NA,NA,NA,"2",NA,NA
"696","handball","JHS 211 (WILSON)","Ave J & 100th St","40.6422","-73.8945",NA,NA,NA,NA,"4",NA,NA
"697","handball","JHS 271 FISH PLGD","Saratoga Ave & Herkimer St.","40.6783","-73.9145",NA,NA,NA,NA,"2",NA,NA
"698","handball","JHS 312 (BERGEN BEACH)","Ave N & Est 71st","40.6227","-73.9094",NA,NA,NA,NA,"2",NA,NA
"699","handball","JHS 51 (Terrapin Plgd)","4th Ave & 3rd St","40.6735","-73.9856",NA,NA,NA,NA,"2",NA,NA
"700","handball","JHS 68 (BILDERSEE)","Flatlands Ave & 81st st","40.6362","-73.9118",NA,NA,NA,NA,"4",NA,NA
"701","handball","JOHN ALLEN PAYNE PARK","3rd Ave & 65 th st","40.6402","-74.0243",NA,NA,NA,NA,"6",NA,NA
"702","handball","JOHN D'EMIC SR. MEMORIAL PARK","3rd Ave 35th St","40.6558","-74.0045",NA,NA,NA,NA,"4",NA,NA
"703","handball","JOHN J. CARTY PLGD.","Ft Hamilton Pkwy & 100 th St","40.6128","-74.0305",NA,NA,NA,NA,"6",NA,NA
"704","handball","JOHN MARSHALL POWER PLGD.","Utica Ave & Ave N","40.6186","-73.9277",NA,NA,NA,NA,"4",NA,NA
"705","handball","Kaiser","Neptune & Bayview Aves","40.5792","-73.9923",NA,NA,NA,NA,"8",NA,NA
"706","handball","Kennedy King Playground","Lenoix Rd & E 92nd","40.6588","-73.9218",NA,NA,NA,NA,"2",NA,NA
"707","handball","Kolbert Playground","Ave L & East 17th","40.6197","-73.9577",NA,NA,NA,NA,"4",NA,NA
"708","handball","LAFAYETTE HOUSES PLGD.","Lafayette & Franklin Aves","40.69","-73.9574",NA,NA,NA,NA,"2",NA,NA
"709","handball","LAFAYETTE PLGD.","Lafayette Ave & Mallcom X Blvd.","40.6925","-73.9297",NA,NA,NA,NA,"2",NA,NA
"710","handball","LaGuardia Playground","South Roebling & South 4th St","40.7105","-73.9597",NA,NA,NA,NA,"4",NA,NA
"711","handball","LINCOLN TERRACE PARK","Buffalo Ave & Eastern Pkwy","40.6665","-73.9273",NA,NA,NA,NA,"13",NA,NA
"712","handball","Linden Park","Linden Blvd & Stanley","40.659","-73.8864",NA,NA,NA,NA,"6",NA,NA
"713","handball","Lt. Petrosino Playground","70th St & New Utrecht Ave","40.6193","-73.9987",NA,NA,NA,NA,"2",NA,NA
"714","handball","MARCY HOUSES PLGD.","Mrytle & Nostrand & Marcy Aves","40.6955","-73.9522",NA,NA,NA,NA,"10",NA,NA
"715","handball","Maria Hernandez Park","Knickerbocker & Irving Aves","40.7032","-73.9232",NA,NA,NA,NA,"2",NA,NA
"716","handball","MARION & HOPKINSON PLGD.","Hopkinson & Marion Sts","40.6818","-73.9137",NA,NA,NA,NA,"1",NA,NA
"717","handball","Marlboro","Ave w & West 11th","40.591","-73.9806",NA,NA,NA,NA,"2",NA,NA
"718","handball","Martin Luther King","Miller, Dumont & Blake Aves","40.668","-73.8907",NA,NA,NA,NA,"2",NA,NA
"719","handball","MARTIN LUTHER PLGD.","2nd Ave & 55th St","40.6457","-74.0195",NA,NA,NA,NA,"2",NA,NA
"720","handball","Martinez Playground","Scholes St & Graham Ave","40.7088","-73.9447",NA,NA,NA,NA,"8",NA,NA
"721","handball","McCarren Park","Union Avenue between Driggs Avenue and Bayard Street","40.7198","-73.9519",NA,NA,NA,NA,"12",NA,NA
"722","handball","McLaughlin Park","Tillary & Jay Sts","40.6965","-73.9868",NA,NA,NA,NA,"2",NA,NA
"723","handball","Mellett Playground","Ave V & East 13th","40.5971","-73.9576",NA,NA,NA,NA,"2",NA,NA
"724","handball","Middelton Playground","Lynch & Middleton Streets & Lee Ave","40.7008","-73.9557",NA,NA,NA,NA,"4",NA,NA
"725","handball","NEHEMIAH PARK","","40.6628","-73.9054",NA,NA,NA,NA,"6",NA,NA
"726","handball","Newton Barge Playground","Commercial, Dupont & West Streets","40.7362","-73.9603",NA,NA,NA,NA,"2",NA,NA
"727","handball","Nostrand Playground","Nostrand & Foster Aves","40.6385","-73.9467",NA,NA,NA,NA,"6",NA,NA
"728","handball","P.S. 3 (JEFFERSON) PLGD.","Bedford Ave& Hancock St","40.6822","-73.954",NA,NA,NA,NA,"2",NA,NA
"729","handball","Paerdegat Pk","Foster Ave. & 41st St","40.6379","-73.9384",NA,NA,NA,NA,"2",NA,NA
"730","handball","Parham Playground","Adelphi St & Dekalb Ave","40.6901","-73.9711",NA,NA,NA,NA,"2",NA,NA
"731","handball","PFC Thomas Norton","Nostrand Ave & Marine Pkwy","40.6143","-73.9449",NA,NA,NA,NA,"2",NA,NA
"732","handball","Pink Houses","Stanley Ave & Eldert St","40.6664","-73.8625",NA,NA,NA,NA,"2",NA,NA
"733","handball","PLAYGROUND THREE-FORTY","3rd Ave & 40th","40.6526","-74.0088",NA,NA,NA,NA,"2",NA,NA
"734","handball","Poseidon Playground (Coney Island)","West 27th Street End & Reigelmann Boardwalk","40.5722","-73.992",NA,NA,NA,NA,"6",NA,NA
"735","handball","Powell Playground","Sackman Ave & Powell Sts","40.6715","-73.9051",NA,NA,NA,NA,"4",NA,NA
"736","handball","Pratt Playground","Willoughby Ave& Emerson Pl","40.6928","-73.9628",NA,NA,NA,NA,"2",NA,NA
"737","handball","PS 1 PLGD","3rd Ave & 46th","40.649","-74.012",NA,NA,NA,NA,"2",NA,NA
"738","handball","PS 117 STAR SPAGLED BAN","Franklin Ave& Willoughby St.","40.6915","-73.958",NA,NA,NA,NA,"2",NA,NA
"739","handball","PS 251 Plgd. (DAVID A. FOX MEM. PARK)","Ave H & E 55th","40.6323","-73.9241",NA,NA,NA,NA,"4",NA,NA
"740","handball","PS 256 (Banneker)","Marcy Ave & Kosciusko St","40.6904","-73.9497",NA,NA,NA,NA,"4",NA,NA
"741","handball","PS 26/JHS 57 (J. Owens)","Stuyvesant St & Lafayette Ave","40.6911","-73.933",NA,NA,NA,NA,"4",NA,NA
"742","handball","PS 260 (BREUKELEN) PLGD.","Louisianna & Flatlands Ave","40.6541","-73.8931",NA,NA,NA,NA,"4",NA,NA
"743","handball","PS 262 EL SHABAZZ PLGD","Malcom X Blvd& Macon St","40.6827","-73.9305",NA,NA,NA,NA,"2",NA,NA
"744","handball","PS 272 (BAYVIEW) PLGD.","Seaview Ave & 99th st","40.6346","-73.8873",NA,NA,NA,NA,"2",NA,NA
"745","handball","PS 286","Ave Y & Brown St","40.5909","-73.9382",NA,NA,NA,NA,"2",NA,NA
"746","handball","PS 297 (STOCKTON) PLGD.","Marcy Ave & Park Ave","40.6974","-73.949",NA,NA,NA,NA,"2",NA,NA
"747","handball","PS 304 ( Pulaski)","Sumner Ave & Hart St PS 305","40.6938","-73.9416",NA,NA,NA,NA,"2",NA,NA
"748","handball","PS 316 (STROUD)","Classon Ave & Sterling St.","40.6751","-73.9619",NA,NA,NA,NA,"2",NA,NA
"749","handball","PS 327 (CHESTER)","Chester St & Sutter Ave","40.6687","-73.9119",NA,NA,NA,NA,"2",NA,NA
"750","handball","PS 332 (HOUSTON)","Powell & Liberty Sts","40.6724","-73.905",NA,NA,NA,NA,"4",NA,NA
"751","handball","PS 335 (WOODS)","Bergen St & Utica Ave","40.6746","-73.9291",NA,NA,NA,NA,"2",NA,NA
"752","handball","PS 41 (NEWPORT)","Newport Ave & Osborne St","40.6607","-73.9068",NA,NA,NA,NA,"2",NA,NA
"753","handball","PS 44 (Putnam)","Patchen St. & Ralph Avenues","40.6863","-73.9391",NA,NA,NA,NA,"4",NA,NA
"754","handball","PS 59 (SUMNER HOUSES) PLGD.","Throop, Park & Myrtle Aves.","40.6977","-73.9432",NA,NA,NA,NA,"2",NA,NA
"755","handball","PS 92 (PARKSIDE)","Parkside & Bedford Aves","40.6566","-73.9537",NA,NA,NA,NA,"2",NA,NA
"756","handball","Railroad Playground","Ditmas Ave & 91st","40.6496","-73.914",NA,NA,NA,NA,"4",NA,NA
"757","handball","RAINBOW PLGD","6th Ave & 55th St","40.6408","-74.011",NA,NA,NA,NA,"2",NA,NA
"758","handball","RED HOOK PARK","Lorrain & Clinton Sts","40.6726","-74.0083",NA,NA,NA,NA,"8",NA,NA
"759","handball","Rodney Park Center","Borinquen Pl & 3rd St","40.7086","-73.9567",NA,NA,NA,NA,"4",NA,NA
"760","handball","Roebling Playground","Wilson & Lee Aves & Taylor St.","40.7063","-73.9619",NA,NA,NA,NA,"4",NA,NA
"761","handball","RUSSELL PEDERSON PLGD","Colonial Rd & 83rd St","40.6259","-74.0364",NA,NA,NA,NA,"8",NA,NA
"762","handball","Salgado Playground","Madison St & Patchen Ave","40.6879","-73.9252",NA,NA,NA,NA,"4",NA,NA
"763","handball","Seth Low Playground","Ave P & Bay Pkwy","40.6076","-73.9862",NA,NA,NA,NA,"4",NA,NA
"764","handball","Sheepshead Bay HS","Rec Area Ave Z & Nostrand Ave.","40.5893","-73.9405",NA,NA,NA,NA,"6",NA,NA
"765","handball","Sheridan Playground","Wythe Ave Berry St & Grand Ave","40.7151","-73.9646",NA,NA,NA,NA,"2",NA,NA
"766","handball","Sperandeo Brothers Playground","Atlantic Ave & Elton St","40.6764","-73.8846",NA,NA,NA,NA,"4",NA,NA
"767","handball","ST. ANDREW'S PLGD.","Atlantic Ave & Herkimer St","40.6783","-73.9419",NA,NA,NA,NA,"6",NA,NA
"768","handball","ST. JOHN'S RECREATION CENTER","Troy Ave & Prospect Pl","40.6742","-73.9341",NA,NA,NA,NA,"12",NA,NA
"769","handball","Sternberg Park","Montrose Ave/ Lorimer & Leonard Streets","40.7057","-73.9477",NA,NA,NA,NA,"2",NA,NA
"770","handball","Thomas Boyland Park","Broadway & Furman Sts","40.6813","-73.9069",NA,NA,NA,NA,"2",NA,NA
"771","handball","THOMAS GREENE PK","Nevins & Degraw Sts","40.6806","-73.9862",NA,NA,NA,NA,"8",NA,NA
"772","handball","Tiger Playground","Evergreen Ave to Eldert St","40.6881","-73.9114",NA,NA,NA,NA,"2",NA,NA
"773","handball","Tilden Playground","Tilden Ave & E 48th","40.6479","-73.9315",NA,NA,NA,NA,"2",NA,NA
"774","handball","VAN DYKE HOUSES PLGD.","Dumont Ave & Powell St","40.6641","-73.9043",NA,NA,NA,NA,"8",NA,NA
"775","handball","Van Voorhees","Congress & Colombia Sts","40.6904","-73.9992",NA,NA,NA,NA,"6",NA,NA
"776","handball","Washington & Hall Park","Washington Ave & Hall St.","40.6952","-73.9668",NA,NA,NA,NA,"4",NA,NA
"777","handball","West Playground","Ave Z & West 1st","40.5868","-73.9698",NA,NA,NA,NA,"4",NA,NA
"778","handball","William E. Kelly Memorial Park","Ave S & 14th St","40.6039","-73.9572",NA,NA,NA,NA,"2",NA,NA
"779","handball","William Kelly Playground","Ave S & 14th St","40.6038","-73.9571",NA,NA,NA,NA,"4",NA,NA
"780","handball","Willoughby Playground","Willoughby Thompkin Ave & Willoughby St.","40.6947","-73.9469",NA,NA,NA,NA,"2",NA,NA
"781","handball","123rd Morningside Park","Morningside & 121 Street","40.8094","-73.9561",NA,NA,NA,NA,"4",NA,NA
"782","handball","1st Street Playground","East 1st St. & 1st Ave.","40.7235","-73.9896",NA,NA,NA,NA,"4",NA,NA
"783","handball","24 Sycamores Playground","York & 61 Street","40.7593","-73.9586",NA,NA,NA,NA,"2",NA,NA
"784","handball","Al Smith Recreation Center","Catherine Slip & Monroe St.","40.7102","-73.9981",NA,NA,NA,NA,"2",NA,NA
"785","handball","Asser Levy Playground","East 23 Street & FDR","40.7368","-73.9752",NA,NA,NA,NA,"4",NA,NA
"786","handball","Baruch Playground","Irvington & Baruch Pl.","40.7176","-73.9763",NA,NA,NA,NA,"4",NA,NA
"787","handball","Blake Hobbs Playground","104 & 2 Avenue","40.7884","-73.9445",NA,NA,NA,NA,"4",NA,NA
"788","handball","Booker T. Washington Playground","107 St.& Columbus","40.8014","-73.9642",NA,NA,NA,NA,"4",NA,NA
"789","handball","C. Callendar","130 & 5 Avenue","40.8101","-73.9404",NA,NA,NA,NA,"2",NA,NA
"790","handball","Carmansville Playground","Amsterdam & 151 Street","40.8293","-73.944",NA,NA,NA,NA,"2",NA,NA
"791","handball","Chelsea Park","9th Ave. & 27th St.","40.75","-74.0005",NA,NA,NA,NA,"6",NA,NA
"792","handball","Cherry Clinton","Cherry & Water St.","40.7113","-73.9861",NA,NA,NA,NA,"4",NA,NA
"793","handball","Cherry Tree Playground","99 Street & 3 Avenue","40.7873","-73.9469",NA,NA,NA,NA,"2",NA,NA
"794","handball","Col. Young","143 & Harlem River","40.8186","-73.9349",NA,NA,NA,NA,"12",NA,NA
"795","handball","Crack is Wack! Playground","128 & 2 Avenue","40.8047","-73.9318",NA,NA,NA,NA,"2",NA,NA
"796","handball","De Witt Clinton Park","53rd St. & 12th Ave.","40.7686","-73.9944",NA,NA,NA,NA,"4",NA,NA
"797","handball","Dr. Gertrude B. Kelly Playground","West 17th St. & 8th Ave.","40.7417","-74.0021",NA,NA,NA,NA,"3",NA,NA
"798","handball","Dr. Howard Bennett Playground","135 & Lenox","40.8134","-73.9385",NA,NA,NA,NA,"4",NA,NA
